date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2024-07-01,SKU001,42,94,3,60
2024-07-01,SKU002,242,82,10,59
2024-07-01,SKU003,90,34,11,77
2024-07-01,SKU004,156,7,10,26
2024-07-01,SKU005,137,82,10,53
2024-07-01,SKU006,116,60,17,37
2024-07-01,SKU007,105,70,11,30
2024-07-01,SKU008,290,41,5,48
2024-07-01,SKU009,273,46,16,41
2024-07-01,SKU010,223,42,20,53
2024-07-01,SKU011,149,52,21,64
2024-07-01,SKU012,83,69,5,44
2024-07-01,SKU013,188,33,16,35
2024-07-01,SKU014,213,65,4,42
2024-07-01,SKU015,104,32,13,48
2024-07-01,SKU016,193,11,17,22
2024-07-01,SKU017,212,82,12,56
2024-07-01,SKU018,205,19,18,44
2024-07-01,SKU019,63,49,14,42
2024-07-01,SKU020,145,17,8,60
2024-07-01,SKU021,226,55,11,31
2024-07-01,SKU022,237,88,13,24
2024-07-01,SKU023,259,55,7,26
2024-07-01,SKU024,86,50,16,77
2024-07-01,SKU025,142,40,3,40
2024-07-01,SKU026,264,0,13,56
2024-07-01,SKU027,73,95,18,52
2024-07-01,SKU028,269,52,16,60
2024-07-01,SKU029,129,38,8,55
2024-07-01,SKU030,135,25,7,33
2024-07-01,SKU031,281,30,14,47
2024-07-01,SKU032,102,62,9,50
2024-07-01,SKU033,68,11,21,25
2024-07-01,SKU034,280,87,7,75
2024-07-01,SKU035,22,95,15,20
2024-07-01,SKU036,171,45,12,72
2024-07-01,SKU037,35,77,16,69
2024-07-01,SKU038,280,22,9,61
2024-07-01,SKU039,51,8,5,33
2024-07-01,SKU040,165,69,8,46
2024-07-01,SKU041,208,93,13,25
2024-07-01,SKU042,89,68,17,55
2024-07-01,SKU043,118,35,19,67
2024-07-01,SKU044,56,82,21,78
2024-07-01,SKU045,193,61,6,39
2024-07-01,SKU046,224,29,18,21
2024-07-01,SKU047,26,25,13,72
2024-07-01,SKU048,198,93,8,60
2024-07-01,SKU049,252,6,15,41
2024-07-01,SKU050,34,10,17,50
2024-07-01,SKU051,97,62,10,33
2024-07-01,SKU052,290,90,9,30
2024-07-01,SKU053,263,83,16,74
2024-07-01,SKU054,68,14,10,26
2024-07-01,SKU055,288,98,20,35
2024-07-01,SKU056,136,48,14,65
2024-07-01,SKU057,161,98,7,74
2024-07-01,SKU058,250,65,10,55
2024-07-01,SKU059,60,53,12,42
2024-07-01,SKU060,136,60,15,47
2024-07-01,SKU061,76,32,6,55
2024-07-01,SKU062,48,11,10,51
2024-07-01,SKU063,174,23,14,79
2024-07-01,SKU064,294,63,5,26
2024-07-01,SKU065,231,63,6,39
2024-07-01,SKU066,86,21,17,43
2024-07-01,SKU067,173,12,4,57
2024-07-01,SKU068,182,78,17,40
2024-07-01,SKU069,229,64,13,80
2024-07-01,SKU070,172,18,3,46
2024-07-01,SKU071,212,56,6,31
2024-07-01,SKU072,157,78,11,37
2024-07-01,SKU073,139,38,19,70
2024-07-01,SKU074,185,33,7,21
2024-07-01,SKU075,237,2,21,51
2024-07-01,SKU076,278,32,19,32
2024-07-01,SKU077,288,72,9,56
2024-07-01,SKU078,114,88,12,30
2024-07-01,SKU079,283,8,5,28
2024-07-01,SKU080,116,80,16,30
2024-07-01,SKU081,130,69,7,52
2024-07-01,SKU082,291,58,17,51
2024-07-01,SKU083,296,93,18,32
2024-07-01,SKU084,83,28,13,76
2024-07-01,SKU085,26,29,14,50
2024-07-01,SKU086,152,31,10,79
2024-07-01,SKU087,195,3,9,75
2024-07-01,SKU088,245,67,19,45
2024-07-01,SKU089,135,0,11,76
2024-07-01,SKU090,33,59,12,26
2024-07-01,SKU091,277,64,19,53
2024-07-01,SKU092,222,51,10,26
2024-07-01,SKU093,290,26,15,50
2024-07-01,SKU094,169,52,9,35
2024-07-01,SKU095,46,31,12,75
2024-07-01,SKU096,158,49,17,69
2024-07-01,SKU097,41,16,18,44
2024-07-01,SKU098,24,81,16,50
2024-07-01,SKU099,37,33,20,23
2024-07-01,SKU100,120,68,9,38
2024-07-01,SKU101,116,98,3,47
2024-07-01,SKU102,35,100,10,40
2024-07-01,SKU103,201,48,11,66
2024-07-01,SKU104,59,49,17,78
2024-07-01,SKU105,114,6,3,47
2024-07-01,SKU106,80,18,8,80
2024-07-01,SKU107,72,71,19,21
2024-07-01,SKU108,129,84,7,47
2024-07-01,SKU109,131,8,3,25
2024-07-01,SKU110,147,65,20,23
2024-07-01,SKU111,229,20,15,60
2024-07-01,SKU112,229,21,7,32
2024-07-01,SKU113,80,73,6,60
2024-07-01,SKU114,104,22,15,46
2024-07-01,SKU115,246,45,14,42
2024-07-01,SKU116,133,69,9,50
2024-07-01,SKU117,126,95,13,50
2024-07-01,SKU118,279,63,10,39
2024-07-01,SKU119,223,68,10,59
2024-07-01,SKU120,70,70,13,77
2024-07-01,SKU121,90,14,11,75
2024-07-01,SKU122,252,72,13,58
2024-07-01,SKU123,121,70,16,57
2024-07-01,SKU124,128,70,9,73
2024-07-01,SKU125,38,98,10,77
2024-07-01,SKU126,208,94,11,49
2024-07-01,SKU127,99,66,21,73
2024-07-01,SKU128,211,78,11,70
2024-07-01,SKU129,90,15,6,71
2024-07-01,SKU130,158,94,13,68
2024-07-01,SKU131,283,44,15,27
2024-07-01,SKU132,268,65,3,72
2024-07-01,SKU133,170,71,6,70
2024-07-01,SKU134,277,75,3,29
2024-07-01,SKU135,40,12,19,68
2024-07-01,SKU136,61,68,5,74
2024-07-01,SKU137,150,4,17,61
2024-07-01,SKU138,89,72,11,55
2024-07-01,SKU139,293,26,5,53
2024-07-01,SKU140,53,0,4,76
2024-07-01,SKU141,270,85,3,76
2024-07-01,SKU142,204,87,18,35
2024-07-01,SKU143,273,61,10,72
2024-07-01,SKU144,123,73,19,72
2024-07-01,SKU145,248,12,11,75
2024-07-01,SKU146,40,75,15,24
2024-07-01,SKU147,289,36,10,68
2024-07-01,SKU148,112,22,3,32
2024-07-01,SKU149,102,46,12,38
2024-07-01,SKU150,39,69,6,35
2024-07-01,SKU151,272,21,18,65
2024-07-01,SKU152,261,55,10,26
2024-07-01,SKU153,69,87,13,24
2024-07-01,SKU154,147,52,15,43
2024-07-01,SKU155,73,100,10,21
2024-07-01,SKU156,241,60,5,71
2024-07-01,SKU157,126,29,20,36
2024-07-01,SKU158,136,90,12,66
2024-07-01,SKU159,222,28,5,53
2024-07-01,SKU160,166,56,15,27
2024-07-01,SKU161,104,39,4,44
2024-07-01,SKU162,95,76,9,48
2024-07-01,SKU163,278,75,13,63
2024-07-01,SKU164,170,6,11,51
2024-07-01,SKU165,271,61,21,35
2024-07-01,SKU166,107,97,4,52
2024-07-01,SKU167,87,69,12,26
2024-07-01,SKU168,286,81,20,79
2024-07-01,SKU169,161,52,21,40
2024-07-01,SKU170,300,85,11,51
2024-07-01,SKU171,82,26,15,61
2024-07-01,SKU172,284,53,11,72
2024-07-01,SKU173,117,52,20,27
2024-07-01,SKU174,95,66,5,67
2024-07-01,SKU175,61,61,9,62
2024-07-01,SKU176,58,0,13,30
2024-07-01,SKU177,60,42,16,31
2024-07-01,SKU178,275,71,9,24
2024-07-01,SKU179,84,29,11,29
2024-07-01,SKU180,104,49,11,75
2024-07-01,SKU181,265,49,16,40
2024-07-01,SKU182,46,31,3,24
2024-07-01,SKU183,289,43,3,48
2024-07-01,SKU184,268,24,3,59
2024-07-01,SKU185,211,43,18,48
2024-07-01,SKU186,78,33,9,60
2024-07-01,SKU187,241,72,6,79
2024-07-01,SKU188,247,8,13,58
2024-07-01,SKU189,63,16,4,38
2024-07-01,SKU190,214,39,12,38
2024-07-01,SKU191,227,16,18,36
2024-07-01,SKU192,54,27,18,76
2024-07-01,SKU193,175,53,15,59
2024-07-01,SKU194,138,38,16,69
2024-07-01,SKU195,173,76,4,70
2024-07-01,SKU196,202,88,17,40
2024-07-01,SKU197,103,0,17,77
2024-07-01,SKU198,108,97,12,55
2024-07-01,SKU199,232,25,6,62
2024-07-01,SKU200,54,30,11,32
2024-07-08,SKU001,32,80,16,32
2024-07-08,SKU002,146,12,13,62
2024-07-08,SKU003,50,52,18,59
2024-07-08,SKU004,107,53,11,77
2024-07-08,SKU005,106,1,17,25
2024-07-08,SKU006,109,9,6,32
2024-07-08,SKU007,285,59,6,69
2024-07-08,SKU008,101,57,3,53
2024-07-08,SKU009,139,74,17,66
2024-07-08,SKU010,76,91,13,74
2024-07-08,SKU011,120,97,12,52
2024-07-08,SKU012,251,12,9,39
2024-07-08,SKU013,38,88,20,69
2024-07-08,SKU014,119,72,17,78
2024-07-08,SKU015,201,83,17,60
2024-07-08,SKU016,63,26,12,59
2024-07-08,SKU017,211,44,7,29
2024-07-08,SKU018,210,63,16,79
2024-07-08,SKU019,187,0,4,74
2024-07-08,SKU020,257,35,11,58
2024-07-08,SKU021,70,36,8,75
2024-07-08,SKU022,114,29,11,49
2024-07-08,SKU023,63,74,4,41
2024-07-08,SKU024,256,32,6,69
2024-07-08,SKU025,248,79,9,62
2024-07-08,SKU026,110,10,14,38
2024-07-08,SKU027,174,5,21,55
2024-07-08,SKU028,264,33,6,52
2024-07-08,SKU029,90,52,6,58
2024-07-08,SKU030,280,76,3,78
2024-07-08,SKU031,192,18,16,56
2024-07-08,SKU032,69,36,20,53
2024-07-08,SKU033,255,9,3,46
2024-07-08,SKU034,194,90,15,31
2024-07-08,SKU035,186,99,5,39
2024-07-08,SKU036,222,44,19,57
2024-07-08,SKU037,114,87,15,75
2024-07-08,SKU038,221,30,5,48
2024-07-08,SKU039,264,59,6,53
2024-07-08,SKU040,64,29,3,67
2024-07-08,SKU041,212,15,8,25
2024-07-08,SKU042,110,52,19,35
2024-07-08,SKU043,149,20,9,64
2024-07-08,SKU044,76,73,16,47
2024-07-08,SKU045,41,5,14,78
2024-07-08,SKU046,280,62,12,67
2024-07-08,SKU047,177,45,10,26
2024-07-08,SKU048,74,3,7,80
2024-07-08,SKU049,22,26,15,45
2024-07-08,SKU050,277,35,3,71
2024-07-08,SKU051,266,39,6,59
2024-07-08,SKU052,142,65,17,75
2024-07-08,SKU053,251,99,10,27
2024-07-08,SKU054,291,61,21,54
2024-07-08,SKU055,244,68,5,24
2024-07-08,SKU056,73,27,8,72
2024-07-08,SKU057,244,70,14,60
2024-07-08,SKU058,115,9,4,79
2024-07-08,SKU059,237,20,16,25
2024-07-08,SKU060,85,49,7,38
2024-07-08,SKU061,30,64,8,63
2024-07-08,SKU062,214,3,7,72
2024-07-08,SKU063,225,86,8,38
2024-07-08,SKU064,298,100,18,72
2024-07-08,SKU065,91,39,21,40
2024-07-08,SKU066,277,7,16,58
2024-07-08,SKU067,205,27,3,29
2024-07-08,SKU068,44,81,9,33
2024-07-08,SKU069,53,86,13,39
2024-07-08,SKU070,80,29,21,71
2024-07-08,SKU071,122,65,14,21
2024-07-08,SKU072,129,58,21,51
2024-07-08,SKU073,25,24,13,39
2024-07-08,SKU074,74,97,14,76
2024-07-08,SKU075,274,41,6,36
2024-07-08,SKU076,26,34,11,39
2024-07-08,SKU077,190,81,9,51
2024-07-08,SKU078,222,7,4,77
2024-07-08,SKU079,230,60,17,78
2024-07-08,SKU080,142,27,3,44
2024-07-08,SKU081,226,46,14,46
2024-07-08,SKU082,113,11,7,44
2024-07-08,SKU083,69,24,17,25
2024-07-08,SKU084,222,38,3,35
2024-07-08,SKU085,99,100,11,55
2024-07-08,SKU086,252,80,9,42
2024-07-08,SKU087,256,3,4,71
2024-07-08,SKU088,38,100,17,24
2024-07-08,SKU089,68,55,21,75
2024-07-08,SKU090,62,57,11,26
2024-07-08,SKU091,244,65,16,69
2024-07-08,SKU092,66,82,11,55
2024-07-08,SKU093,244,93,9,25
2024-07-08,SKU094,165,84,16,71
2024-07-08,SKU095,22,15,4,36
2024-07-08,SKU096,247,46,18,72
2024-07-08,SKU097,206,24,5,71
2024-07-08,SKU098,179,82,10,20
2024-07-08,SKU099,60,60,5,26
2024-07-08,SKU100,40,50,13,52
2024-07-08,SKU101,116,67,14,76
2024-07-08,SKU102,91,57,17,62
2024-07-08,SKU103,93,69,8,78
2024-07-08,SKU104,283,72,18,70
2024-07-08,SKU105,194,64,14,71
2024-07-08,SKU106,189,12,7,66
2024-07-08,SKU107,103,92,11,38
2024-07-08,SKU108,162,66,19,51
2024-07-08,SKU109,49,92,21,33
2024-07-08,SKU110,163,51,17,38
2024-07-08,SKU111,157,64,12,64
2024-07-08,SKU112,243,76,3,58
2024-07-08,SKU113,121,83,15,62
2024-07-08,SKU114,144,49,15,31
2024-07-08,SKU115,51,46,17,67
2024-07-08,SKU116,28,34,8,48
2024-07-08,SKU117,299,57,17,68
2024-07-08,SKU118,80,92,5,31
2024-07-08,SKU119,256,65,5,44
2024-07-08,SKU120,79,25,6,44
2024-07-08,SKU121,277,68,20,26
2024-07-08,SKU122,129,76,21,22
2024-07-08,SKU123,78,87,17,52
2024-07-08,SKU124,211,41,16,44
2024-07-08,SKU125,189,58,8,22
2024-07-08,SKU126,30,57,5,60
2024-07-08,SKU127,101,96,4,52
2024-07-08,SKU128,55,29,10,63
2024-07-08,SKU129,109,36,6,72
2024-07-08,SKU130,97,40,12,56
2024-07-08,SKU131,237,0,6,66
2024-07-08,SKU132,125,30,12,54
2024-07-08,SKU133,207,98,9,45
2024-07-08,SKU134,288,12,21,68
2024-07-08,SKU135,49,74,20,51
2024-07-08,SKU136,254,54,18,38
2024-07-08,SKU137,231,57,5,75
2024-07-08,SKU138,153,97,18,73
2024-07-08,SKU139,66,18,14,74
2024-07-08,SKU140,41,88,21,35
2024-07-08,SKU141,261,7,4,58
2024-07-08,SKU142,74,10,6,46
2024-07-08,SKU143,181,25,18,50
2024-07-08,SKU144,188,36,16,76
2024-07-08,SKU145,108,71,12,22
2024-07-08,SKU146,222,13,15,62
2024-07-08,SKU147,125,93,8,65
2024-07-08,SKU148,277,26,21,75
2024-07-08,SKU149,231,62,17,79
2024-07-08,SKU150,208,87,18,31
2024-07-08,SKU151,295,45,11,21
2024-07-08,SKU152,257,84,6,39
2024-07-08,SKU153,60,71,6,47
2024-07-08,SKU154,101,11,14,77
2024-07-08,SKU155,98,76,10,53
2024-07-08,SKU156,96,28,6,39
2024-07-08,SKU157,52,93,3,38
2024-07-08,SKU158,219,69,17,26
2024-07-08,SKU159,199,98,16,25
2024-07-08,SKU160,93,23,3,75
2024-07-08,SKU161,237,54,17,24
2024-07-08,SKU162,184,47,14,45
2024-07-08,SKU163,194,1,11,62
2024-07-08,SKU164,216,56,15,43
2024-07-08,SKU165,193,4,14,73
2024-07-08,SKU166,243,6,13,64
2024-07-08,SKU167,256,17,9,44
2024-07-08,SKU168,165,61,12,55
2024-07-08,SKU169,144,0,7,56
2024-07-08,SKU170,25,61,16,50
2024-07-08,SKU171,61,89,12,64
2024-07-08,SKU172,243,20,9,40
2024-07-08,SKU173,74,14,19,30
2024-07-08,SKU174,105,21,11,75
2024-07-08,SKU175,299,70,12,70
2024-07-08,SKU176,195,68,6,58
2024-07-08,SKU177,183,86,8,76
2024-07-08,SKU178,247,58,6,74
2024-07-08,SKU179,58,30,5,42
2024-07-08,SKU180,82,92,17,47
2024-07-08,SKU181,266,64,20,29
2024-07-08,SKU182,141,99,14,43
2024-07-08,SKU183,59,28,14,32
2024-07-08,SKU184,110,58,14,57
2024-07-08,SKU185,91,28,14,25
2024-07-08,SKU186,165,5,10,52
2024-07-08,SKU187,51,78,18,71
2024-07-08,SKU188,257,65,13,24
2024-07-08,SKU189,173,84,14,35
2024-07-08,SKU190,276,71,13,31
2024-07-08,SKU191,283,27,19,44
2024-07-08,SKU192,214,32,17,21
2024-07-08,SKU193,280,52,10,46
2024-07-08,SKU194,256,73,11,33
2024-07-08,SKU195,116,72,13,61
2024-07-08,SKU196,195,93,15,37
2024-07-08,SKU197,96,18,10,24
2024-07-08,SKU198,174,37,21,75
2024-07-08,SKU199,41,68,5,49
2024-07-08,SKU200,111,17,14,53
2024-07-15,SKU001,187,80,15,49
2024-07-15,SKU002,40,48,8,25
2024-07-15,SKU003,210,32,11,45
2024-07-15,SKU004,170,98,18,58
2024-07-15,SKU005,258,51,6,54
2024-07-15,SKU006,182,61,12,35
2024-07-15,SKU007,278,55,16,80
2024-07-15,SKU008,85,45,4,30
2024-07-15,SKU009,276,35,13,25
2024-07-15,SKU010,299,82,5,52
2024-07-15,SKU011,194,30,19,24
2024-07-15,SKU012,111,33,10,55
2024-07-15,SKU013,122,11,6,37
2024-07-15,SKU014,74,0,4,58
2024-07-15,SKU015,196,59,19,30
2024-07-15,SKU016,156,95,5,64
2024-07-15,SKU017,260,51,13,64
2024-07-15,SKU018,140,6,11,53
2024-07-15,SKU019,103,58,7,25
2024-07-15,SKU020,192,44,4,68
2024-07-15,SKU021,117,75,16,64
2024-07-15,SKU022,277,91,3,27
2024-07-15,SKU023,55,52,20,29
2024-07-15,SKU024,58,69,17,36
2024-07-15,SKU025,38,49,11,56
2024-07-15,SKU026,99,92,8,22
2024-07-15,SKU027,251,31,14,62
2024-07-15,SKU028,209,50,7,22
2024-07-15,SKU029,87,87,7,57
2024-07-15,SKU030,148,73,12,73
2024-07-15,SKU031,209,12,9,60
2024-07-15,SKU032,56,76,20,71
2024-07-15,SKU033,160,85,19,68
2024-07-15,SKU034,178,96,18,76
2024-07-15,SKU035,41,90,18,24
2024-07-15,SKU036,273,30,3,62
2024-07-15,SKU037,113,10,14,45
2024-07-15,SKU038,35,13,9,67
2024-07-15,SKU039,150,95,18,45
2024-07-15,SKU040,193,78,19,37
2024-07-15,SKU041,199,58,15,30
2024-07-15,SKU042,54,89,4,61
2024-07-15,SKU043,181,20,3,47
2024-07-15,SKU044,294,15,3,79
2024-07-15,SKU045,234,75,16,26
2024-07-15,SKU046,119,70,17,69
2024-07-15,SKU047,144,86,12,34
2024-07-15,SKU048,185,100,18,74
2024-07-15,SKU049,59,89,5,70
2024-07-15,SKU050,30,91,7,67
2024-07-15,SKU051,137,39,17,49
2024-07-15,SKU052,45,35,18,66
2024-07-15,SKU053,89,85,21,23
2024-07-15,SKU054,103,24,19,54
2024-07-15,SKU055,69,83,9,56
2024-07-15,SKU056,130,57,7,56
2024-07-15,SKU057,298,14,20,51
2024-07-15,SKU058,221,31,8,75
2024-07-15,SKU059,96,83,6,74
2024-07-15,SKU060,45,67,5,74
2024-07-15,SKU061,162,33,4,73
2024-07-15,SKU062,129,2,16,78
2024-07-15,SKU063,159,69,8,70
2024-07-15,SKU064,267,97,7,62
2024-07-15,SKU065,61,32,19,38
2024-07-15,SKU066,218,30,12,45
2024-07-15,SKU067,109,57,18,25
2024-07-15,SKU068,150,99,8,42
2024-07-15,SKU069,174,98,15,63
2024-07-15,SKU070,144,29,4,51
2024-07-15,SKU071,84,60,9,78
2024-07-15,SKU072,53,17,13,47
2024-07-15,SKU073,219,49,6,65
2024-07-15,SKU074,166,50,14,45
2024-07-15,SKU075,76,32,8,63
2024-07-15,SKU076,220,53,4,77
2024-07-15,SKU077,180,29,9,67
2024-07-15,SKU078,107,92,3,33
2024-07-15,SKU079,132,92,3,21
2024-07-15,SKU080,292,76,20,59
2024-07-15,SKU081,125,75,15,70
2024-07-15,SKU082,78,42,18,39
2024-07-15,SKU083,168,28,11,28
2024-07-15,SKU084,290,12,6,52
2024-07-15,SKU085,177,51,8,57
2024-07-15,SKU086,278,89,8,20
2024-07-15,SKU087,76,6,18,28
2024-07-15,SKU088,111,84,20,49
2024-07-15,SKU089,79,95,5,46
2024-07-15,SKU090,166,67,19,61
2024-07-15,SKU091,269,70,20,73
2024-07-15,SKU092,139,28,18,34
2024-07-15,SKU093,113,3,8,42
2024-07-15,SKU094,127,42,10,59
2024-07-15,SKU095,232,40,12,20
2024-07-15,SKU096,108,89,17,77
2024-07-15,SKU097,292,52,13,63
2024-07-15,SKU098,233,5,18,37
2024-07-15,SKU099,57,53,20,75
2024-07-15,SKU100,286,10,5,34
2024-07-15,SKU101,166,52,21,53
2024-07-15,SKU102,160,11,20,71
2024-07-15,SKU103,192,47,9,53
2024-07-15,SKU104,137,12,18,41
2024-07-15,SKU105,48,80,3,74
2024-07-15,SKU106,191,52,5,75
2024-07-15,SKU107,152,71,20,21
2024-07-15,SKU108,58,75,9,59
2024-07-15,SKU109,160,25,12,58
2024-07-15,SKU110,142,67,18,78
2024-07-15,SKU111,60,29,11,39
2024-07-15,SKU112,143,72,6,41
2024-07-15,SKU113,128,82,16,51
2024-07-15,SKU114,200,29,14,59
2024-07-15,SKU115,154,55,12,40
2024-07-15,SKU116,264,45,8,65
2024-07-15,SKU117,239,92,8,76
2024-07-15,SKU118,81,96,9,78
2024-07-15,SKU119,128,97,20,62
2024-07-15,SKU120,266,96,15,20
2024-07-15,SKU121,93,1,12,27
2024-07-15,SKU122,185,43,19,35
2024-07-15,SKU123,46,14,6,64
2024-07-15,SKU124,231,37,16,34
2024-07-15,SKU125,83,23,5,67
2024-07-15,SKU126,96,68,10,61
2024-07-15,SKU127,134,92,5,20
2024-07-15,SKU128,45,82,15,71
2024-07-15,SKU129,95,75,13,27
2024-07-15,SKU130,91,81,11,63
2024-07-15,SKU131,26,75,8,60
2024-07-15,SKU132,54,66,4,23
2024-07-15,SKU133,34,74,5,35
2024-07-15,SKU134,86,47,9,24
2024-07-15,SKU135,72,19,21,66
2024-07-15,SKU136,45,88,11,49
2024-07-15,SKU137,106,99,17,66
2024-07-15,SKU138,26,1,10,64
2024-07-15,SKU139,72,100,19,42
2024-07-15,SKU140,57,24,8,43
2024-07-15,SKU141,33,46,10,74
2024-07-15,SKU142,35,28,11,45
2024-07-15,SKU143,192,65,13,43
2024-07-15,SKU144,205,95,3,68
2024-07-15,SKU145,111,36,10,66
2024-07-15,SKU146,242,4,12,26
2024-07-15,SKU147,72,4,10,48
2024-07-15,SKU148,149,5,20,47
2024-07-15,SKU149,45,98,4,38
2024-07-15,SKU150,186,15,7,80
2024-07-15,SKU151,218,90,16,37
2024-07-15,SKU152,265,71,11,39
2024-07-15,SKU153,133,61,15,74
2024-07-15,SKU154,79,4,21,69
2024-07-15,SKU155,96,46,21,37
2024-07-15,SKU156,166,47,8,54
2024-07-15,SKU157,246,75,6,37
2024-07-15,SKU158,287,66,5,62
2024-07-15,SKU159,126,38,6,43
2024-07-15,SKU160,269,92,21,26
2024-07-15,SKU161,91,75,5,31
2024-07-15,SKU162,236,71,11,51
2024-07-15,SKU163,76,49,18,26
2024-07-15,SKU164,57,4,4,48
2024-07-15,SKU165,201,9,21,31
2024-07-15,SKU166,73,68,4,37
2024-07-15,SKU167,142,74,21,47
2024-07-15,SKU168,100,80,18,71
2024-07-15,SKU169,80,57,16,57
2024-07-15,SKU170,120,32,9,27
2024-07-15,SKU171,264,47,7,34
2024-07-15,SKU172,36,25,14,62
2024-07-15,SKU173,98,53,3,31
2024-07-15,SKU174,160,64,16,58
2024-07-15,SKU175,215,52,10,62
2024-07-15,SKU176,197,63,9,68
2024-07-15,SKU177,179,99,16,29
2024-07-15,SKU178,139,23,5,45
2024-07-15,SKU179,290,100,8,38
2024-07-15,SKU180,70,74,17,41
2024-07-15,SKU181,147,27,7,55
2024-07-15,SKU182,162,4,21,80
2024-07-15,SKU183,133,77,11,29
2024-07-15,SKU184,144,46,3,33
2024-07-15,SKU185,137,24,16,40
2024-07-15,SKU186,228,35,5,54
2024-07-15,SKU187,83,49,7,33
2024-07-15,SKU188,22,76,8,48
2024-07-15,SKU189,40,63,19,77
2024-07-15,SKU190,218,68,5,22
2024-07-15,SKU191,25,71,17,30
2024-07-15,SKU192,112,32,7,57
2024-07-15,SKU193,44,48,9,66
2024-07-15,SKU194,234,62,17,34
2024-07-15,SKU195,110,100,10,61
2024-07-15,SKU196,113,81,13,27
2024-07-15,SKU197,83,21,16,69
2024-07-15,SKU198,278,86,9,35
2024-07-15,SKU199,67,56,12,34
2024-07-15,SKU200,42,11,18,24
2024-07-22,SKU001,110,95,8,39
2024-07-22,SKU002,215,97,8,50
2024-07-22,SKU003,80,96,20,27
2024-07-22,SKU004,73,0,4,75
2024-07-22,SKU005,261,12,18,57
2024-07-22,SKU006,65,58,3,50
2024-07-22,SKU007,210,95,10,65
2024-07-22,SKU008,239,71,17,68
2024-07-22,SKU009,31,16,19,66
2024-07-22,SKU010,292,75,18,49
2024-07-22,SKU011,267,77,18,60
2024-07-22,SKU012,226,60,14,69
2024-07-22,SKU013,45,91,13,47
2024-07-22,SKU014,273,41,10,60
2024-07-22,SKU015,209,16,18,38
2024-07-22,SKU016,193,0,9,44
2024-07-22,SKU017,129,90,13,32
2024-07-22,SKU018,113,37,9,55
2024-07-22,SKU019,153,40,17,27
2024-07-22,SKU020,68,49,9,50
2024-07-22,SKU021,48,82,10,56
2024-07-22,SKU022,198,32,19,32
2024-07-22,SKU023,110,81,12,56
2024-07-22,SKU024,97,26,16,48
2024-07-22,SKU025,24,68,8,26
2024-07-22,SKU026,56,23,17,29
2024-07-22,SKU027,124,73,11,27
2024-07-22,SKU028,173,48,7,48
2024-07-22,SKU029,228,5,8,55
2024-07-22,SKU030,20,87,12,32
2024-07-22,SKU031,30,50,15,69
2024-07-22,SKU032,140,65,5,51
2024-07-22,SKU033,253,69,5,50
2024-07-22,SKU034,30,26,5,36
2024-07-22,SKU035,205,97,5,52
2024-07-22,SKU036,64,54,20,46
2024-07-22,SKU037,265,87,15,51
2024-07-22,SKU038,64,94,10,28
2024-07-22,SKU039,201,51,8,70
2024-07-22,SKU040,94,88,19,57
2024-07-22,SKU041,88,30,18,24
2024-07-22,SKU042,40,50,3,34
2024-07-22,SKU043,168,76,8,75
2024-07-22,SKU044,181,70,9,70
2024-07-22,SKU045,82,66,3,51
2024-07-22,SKU046,139,17,4,79
2024-07-22,SKU047,35,82,17,25
2024-07-22,SKU048,148,67,20,77
2024-07-22,SKU049,177,95,16,47
2024-07-22,SKU050,31,54,5,71
2024-07-22,SKU051,102,34,3,41
2024-07-22,SKU052,227,64,17,44
2024-07-22,SKU053,33,78,11,50
2024-07-22,SKU054,177,20,9,62
2024-07-22,SKU055,22,48,14,36
2024-07-22,SKU056,231,28,21,44
2024-07-22,SKU057,26,87,18,56
2024-07-22,SKU058,195,19,14,77
2024-07-22,SKU059,202,23,5,39
2024-07-22,SKU060,104,95,17,52
2024-07-22,SKU061,207,15,7,40
2024-07-22,SKU062,21,5,18,79
2024-07-22,SKU063,79,5,18,30
2024-07-22,SKU064,281,32,5,51
2024-07-22,SKU065,137,49,7,75
2024-07-22,SKU066,277,6,13,33
2024-07-22,SKU067,92,38,9,52
2024-07-22,SKU068,41,6,12,45
2024-07-22,SKU069,24,61,14,60
2024-07-22,SKU070,275,12,21,45
2024-07-22,SKU071,297,53,6,48
2024-07-22,SKU072,232,90,17,22
2024-07-22,SKU073,162,29,6,72
2024-07-22,SKU074,128,17,12,70
2024-07-22,SKU075,238,63,15,73
2024-07-22,SKU076,186,64,5,70
2024-07-22,SKU077,258,74,21,38
2024-07-22,SKU078,276,74,13,36
2024-07-22,SKU079,196,80,12,77
2024-07-22,SKU080,286,58,7,66
2024-07-22,SKU081,189,28,5,39
2024-07-22,SKU082,58,87,5,28
2024-07-22,SKU083,163,57,20,55
2024-07-22,SKU084,249,34,21,43
2024-07-22,SKU085,288,49,17,28
2024-07-22,SKU086,124,61,19,24
2024-07-22,SKU087,69,36,5,63
2024-07-22,SKU088,71,11,14,27
2024-07-22,SKU089,283,35,4,44
2024-07-22,SKU090,126,41,4,60
2024-07-22,SKU091,278,60,20,77
2024-07-22,SKU092,235,93,20,48
2024-07-22,SKU093,285,92,16,52
2024-07-22,SKU094,198,28,14,40
2024-07-22,SKU095,192,62,3,80
2024-07-22,SKU096,180,76,10,32
2024-07-22,SKU097,120,1,21,32
2024-07-22,SKU098,233,58,16,21
